CPUTYPE,CPUPCT,NPTS,SUM,SUM2,AVGPOWER
intel-xeon-x5650,28,180,30844.00,5378800.00,171.36
intel-xeon-x5650,29,168,25852.00,4094320.00,153.88
intel-xeon-x5650,30,500,86364.00,15043408.00,172.73
intel-xeon-x5650,31,874,150732.00,26113712.00,172.46
intel-xeon-x5650,32,134,24468.00,4515184.00,182.60
intel-xeon-x5650,33,2886,570980.00,113328656.00,197.84
intel-xeon-x5650,34,126,24412.00,4758544.00,193.75
intel-xeon-x5650,35,111,21464.00,4178528.00,193.37
intel-xeon-x5650,36,129,24444.00,4679248.00,189.49
intel-xeon-x5650,37,114,21224.00,3986880.00,186.18
intel-xeon-x5650,38,156,29480.00,5622432.00,188.97
intel-xeon-x5650,39,245,47732.00,9359632.00,194.82
intel-xeon-x5650,40,102,20000.00,3960640.00,196.08
intel-xeon-x5650,41,2408,488768.00,99645696.00,202.98
intel-xeon-x5650,42,222,45480.00,9374176.00,204.86
intel-xeon-x5650,43,117,24020.00,4952784.00,205.30
intel-xeon-x5650,44,191,37564.00,7421872.00,196.67
intel-xeon-x5650,45,191,36440.00,6997024.00,190.79
intel-xeon-x5650,46,77,15796.00,3275088.00,205.14
intel-xeon-x5650,47,492,97772.00,19510064.00,198.72
intel-xeon-x5650,48,225,44780.00,8973008.00,199.02
intel-xeon-x5650,49,108,22604.00,4776080.00,209.30
intel-xeon-x5650,50,2166,458740.00,97539696.00,211.79
intel-xeon-x5650,51,149,31500.00,6718992.00,211.41
intel-xeon-x5650,52,91,19092.00,4055024.00,209.80
intel-xeon-x5650,53,108,21548.00,4382352.00,199.52
intel-xeon-x5650,54,102,20224.00,4162400.00,198.27
intel-xeon-x5650,55,146,30320.00,6356000.00,207.67
intel-xeon-x5650,56,229,47604.00,9960848.00,207.88
intel-xeon-x5650,57,280,58160.00,12145152.00,207.71
intel-xeon-x5650,58,1538,334516.00,73094320.00,217.50
intel-xeon-x5650,59,203,37180.00,7164272.00,183.15
intel-xeon-x5650,60,78,16572.00,3560336.00,212.46
intel-xeon-x5650,61,186,39320.00,8354016.00,211.40
intel-xeon-x5650,62,243,53032.00,11617056.00,218.24
intel-xeon-x5650,63,387,85764.00,19075280.00,221.61
intel-xeon-x5650,64,463,101628.00,22390320.00,219.50
intel-xeon-x5650,65,204,45336.00,10115168.00,222.24
intel-xeon-x5650,66,2912,654236.00,147768496.00,224.67
intel-xeon-x5650,67,234,51916.00,11586608.00,221.86
intel-xeon-x5650,68,116,24776.00,5373184.00,213.59
intel-xeon-x5650,69,100,20364.00,4304400.00,203.64
intel-xeon-x5650,70,99,21468.00,4768976.00,216.85
intel-xeon-x5650,71,106,23552.00,5341600.00,222.19
intel-xeon-x5650,72,190,43992.00,10258048.00,231.54
intel-xeon-x5650,73,180,41332.00,9592016.00,229.62
intel-xeon-x5650,74,166,38408.00,8950816.00,231.37
intel-xeon-x5650,75,2545,596964.00,140449328.00,234.56
intel-xeon-x5650,76,109,25796.00,6143344.00,236.66
intel-xeon-x5650,77,83,19108.00,4457168.00,230.22
intel-xeon-x5650,78,123,28592.00,6681632.00,232.46
intel-xeon-x5650,79,70,16492.00,3913840.00,235.60
intel-xeon-x5650,80,153,34976.00,8099584.00,228.60
intel-xeon-x5650,81,146,30452.00,6672624.00,208.58
intel-xeon-x5650,82,106,25724.00,6277360.00,242.68
intel-xeon-x5650,83,2348,575000.00,141251808.00,244.89
intel-xeon-x5650,84,76,18448.00,4550752.00,242.74
intel-xeon-x5650,85,65,15344.00,3702688.00,236.06
intel-xeon-x5650,86,93,22148.00,5383984.00,238.15
intel-xeon-x5650,87,107,24756.00,5910800.00,231.36
intel-xeon-x5650,88,114,27284.00,6651312.00,239.33
intel-xeon-x5650,89,146,36832.00,9302720.00,252.27
intel-xeon-x5650,90,200,50400.00,12713920.00,252.00
intel-xeon-x5650,91,1619,390532.00,94665040.00,241.22
intel-xeon-x5650,92,306,77160.00,19475168.00,252.16
intel-xeon-x5650,93,229,57508.00,14466256.00,251.13
intel-xeon-x5650,94,183,45972.00,11565328.00,251.21
intel-xeon-x5650,95,90,22832.00,5798688.00,253.69
intel-xeon-x5650,96,192,48204.00,12122640.00,251.06
intel-xeon-x5650,97,137,34024.00,8485152.00,248.35
intel-xeon-x5650,98,48,12348.00,3186736.00,257.25
intel-xeon-x5650,99,332,87020.00,22918480.00,262.11
intel-xeon-x5650,100,583,149616.00,38627168.00,256.63
unknown,0,29692,3447802.60,401454531.86,116.12
unknown,1,144,16974.70,2015866.69,117.88
unknown,2,111,13525.70,1675570.37,121.85
unknown,3,89,10980.40,1367824.16,123.38
unknown,4,90,10963.20,1349810.06,121.81
unknown,5,380,44862.60,5348219.08,118.06
unknown,6,140,16680.00,2006816.00,119.14
unknown,7,94,11417.80,1397692.84,121.47
unknown,8,118,14368.70,1765852.29,121.77
unknown,9,111,13660.10,1699084.41,123.06
unknown,10,166,19664.00,2344704.00,118.46
unknown,11,221,27656.30,3480879.41,125.14
unknown,12,20126,2649403.70,349163850.81,131.64
unknown,13,185,24553.30,3294366.01,132.72
unknown,14,134,17969.20,2443393.54,134.10
unknown,15,117,15544.00,2090112.00,132.85
unknown,16,187,25860.70,3614569.11,138.29
unknown,17,170,22824.60,3102329.58,134.26
unknown,18,110,14683.00,1987477.40,133.48
unknown,19,87,11745.20,1610366.32,135.00
unknown,20,113,15201.10,2070722.01,134.52
unknown,21,142,19132.90,2613591.55,134.74
unknown,22,263,35100.00,4722704.00,133.46
unknown,23,406,57802.30,8291998.09,142.37
unknown,24,700,98489.00,13931625.00,140.70
unknown,25,19508,2859272.20,419722448.04,146.57
unknown,26,205,29182.60,4206510.98,142.35
unknown,27,191,27821.80,4095328.04,145.66
unknown,28,285,43136.20,6586284.04,151.36
unknown,29,258,38365.90,5773864.43,148.71
unknown,30,212,30711.10,4506649.15,144.86
unknown,31,231,33084.50,4801289.87,143.22
unknown,32,210,31260.20,4690251.62,148.86
unknown,33,188,27995.80,4213182.50,148.91
unknown,34,289,42866.50,6408278.71,148.33
unknown,35,291,43659.10,6607714.27,150.03
unknown,36,443,67174.20,10244856.28,151.63
unknown,37,19209,3018948.70,475456522.07,157.16
unknown,38,277,43368.50,6852131.93,156.56
unknown,39,195,30517.30,4816966.01,156.50
unknown,40,311,49966.80,8093637.22,160.66
unknown,41,223,35106.50,5568285.09,157.43
unknown,42,188,30930.30,5168827.43,164.52
unknown,43,307,49606.00,8091498.30,161.58
unknown,44,253,40590.60,6582306.06,160.44
unknown,45,227,35989.80,5744179.24,158.55
unknown,46,284,45937.70,7481367.69,161.75
unknown,47,609,97963.00,15865065.00,160.86
unknown,48,450,72068.00,11635600.00,160.15
unknown,49,627,98991.90,15776338.65,157.88
unknown,50,15101,2661634.30,478724693.77,176.26
unknown,51,198,33920.80,5939031.86,171.32
unknown,52,274,47107.90,8205145.19,171.93
unknown,53,226,37838.30,6442603.39,167.43
unknown,54,219,36402.10,6126389.21,166.22
unknown,55,272,45259.40,7687342.44,166.39
unknown,56,395,65223.50,10866249.25,165.12
unknown,57,200,33023.50,5552987.23,165.12
unknown,58,242,39354.90,6525879.73,162.62
unknown,59,349,57929.70,9740739.97,165.99
unknown,60,308,52023.80,8920700.68,168.91
unknown,61,364,63750.00,11295080.66,175.14
unknown,62,6813,1198458.70,211322972.63,175.91
unknown,63,262,46107.40,8284451.84,175.98
unknown,64,359,61875.60,10835387.02,172.36
unknown,65,350,58795.90,10042804.37,167.99
unknown,66,230,40196.00,7065136.00,174.77
unknown,67,232,40564.00,7165712.00,174.84
unknown,68,199,35365.60,6339558.62,177.72
unknown,69,207,36888.60,6637131.56,178.21
unknown,70,243,44380.00,8142224.00,182.63
unknown,71,281,51816.30,9610469.69,184.40
unknown,72,453,82515.60,15140128.16,182.15
unknown,73,451,82512.30,15229040.29,182.95
unknown,74,678,116288.90,20279121.61,171.52
unknown,75,6269,1162243.00,216334710.34,185.40
unknown,76,237,44360.00,8347328.00,187.17
unknown,77,194,35836.00,6661552.00,184.72
unknown,78,168,31102.70,5794864.05,185.14
unknown,79,153,28077.80,5202386.74,183.52
unknown,80,134,24593.80,4567539.24,183.54
unknown,81,287,52391.60,9652670.88,182.55
unknown,82,330,62133.80,11774846.12,188.28
unknown,83,365,69396.10,13312721.33,190.13
unknown,84,503,87714.90,15781343.81,174.38
unknown,85,541,93222.00,16640703.34,172.31
unknown,86,364,66146.60,12305790.70,181.72
unknown,87,4197,814548.60,158631509.98,194.08
unknown,88,179,34905.70,6839830.45,195.00
unknown,89,270,52609.30,10281903.29,194.85
unknown,90,321,62784.20,12319439.10,195.59
unknown,91,244,49346.20,10068678.96,202.24
unknown,92,147,32738.00,7542232.28,222.71
unknown,93,89,20152.50,4759121.91,226.43
unknown,94,101,20721.10,4449011.69,205.16
unknown,95,69,12896.30,2480016.91,186.90
unknown,96,151,29433.60,5826206.26,194.92
unknown,97,354,62730.40,11363517.64,177.20
unknown,98,560,108319.50,21296857.75,193.43
unknown,99,10658,2150626.20,441490073.00,201.79
unknown,100,11821,2611387.60,591232139.26,220.91
